,IJind,Label,Area,X,Y,Major,Minor,Angle,Feret,Slice,FeretX,FeretY,FeretAngle,MinFeret,Image,Time,Volume,Media,Moving,ImGroup,blobID
0,1,flattened:0001-0201-0256:00_1470195834,47806,256.369,200.889,249.484,243.97799999999998,102.62700000000001,250.833,1,233,78,101.265,244.898,0,1470195834,2480088.001084137,0,True,0,0.0
1,2,flattened:0001-0455-2121:00_1470195834,47505,2121.916,455.724,247.96900000000002,243.923,12.205,249.84,1,2002,491,17.71,244.96400000000003,0,1470195834,2466200.9627849455,0,True,0,1.0
2,3,flattened:0001-1282-0472:00_1470195834,44765,472.866,1282.48,241.963,235.55900000000003,147.977,243.033,1,398,1187,127.81299999999999,236.174,0,1470195834,2240259.4482878656,0,True,0,2.0
3,4,flattened:0001-1445-1032:00_1470195834,48024,1031.4160000000002,1444.307,254.575,240.18900000000002,99.765,256.632,1,996,1322,104.90299999999999,242.0,0,1470195834,2523883.4511525366,0,True,0,3.0
4,5,flattened:0001-1460-1922:00_1470195834,48564,1922.3529999999998,1457.7,249.46,247.87,169.16099999999997,251.645,1,1819,1524,32.174,248.484,0,1470195834,2546683.4800539487,0,True,0,4.0
5,6,flattened:0002-0143-0295:01_1470195894,47611,294.752,143.10299999999998,248.801,243.649,81.291,250.06,2,282,19,95.277,244.0,1,1470195894,2455092.9525450314,0,True,0,0.0
6,7,flattened:0002-0447-2130:01_1470195894,47469,2130.8089999999997,447.709,246.85,244.843,36.433,249.062,2,2023,510,29.859,245.0,1,1470195894,2455122.7679871763,0,True,0,1.0
7,8,flattened:0002-1277-0476:01_1470195894,44857,476.124,1276.373,240.676,237.305,164.581,242.405,2,357,1255,169.06099999999998,238.0,1,1470195894,2257103.1873561842,0,True,0,2.0
8,9,flattened:0002-1427-1050:01_1470195894,47057,1049.807,1426.65,248.83,240.78599999999997,84.76299999999999,250.15400000000002,2,1038,1552,84.495,241.797,1,1470195894,2423786.714519132,0,True,0,3.0
9,10,flattened:0002-1449-1938:01_1470195894,48640,1938.0929999999998,1446.875,250.234,247.49,155.721,252.517,2,1815,1411,166.954,248.21900000000002,1,1470195894,2555967.3675709516,0,True,0,4.0
10,11,flattened:0003-0140-0302:02_1470195954,47586,302.084,139.849,248.08700000000002,244.22299999999998,65.544,249.514,3,262,258,71.057,245.232,2,1470195954,2465333.814037225,0,True,0,0.0
11,12,flattened:0003-0448-2133:02_1470195954,47617,2134.137,448.711,247.199,245.25900000000001,84.595,249.04,3,2040,530,40.277,245.0,2,1470195954,2454794.811399888,0,True,0,1.0
12,13,flattened:0003-1276-0476:02_1470195954,44985,476.537,1275.817,240.821,237.83900000000003,5.307,243.52599999999998,3,355,1283,3.767,238.0,2,1470195954,2272940.583207126,0,True,0,2.0
13,14,flattened:0003-1429-1057:02_1470195954,47005,1057.944,1428.175,246.18200000000002,243.107,57.589,248.07299999999998,3,996,1535,60.542,243.245,2,1470195954,2414442.590686828,0,True,0,3.0
