,IJind,Label,Area,X,Y,Major,Minor,Angle,Feret,Slice,FeretX,FeretY,FeretAngle,MinFeret,Image,Time,Volume,Media,Moving,ImGroup,blobID
0,1,flattened:0001-0278-1398:00_1470339304,64787,1397.4879999999998,275.993,287.763,286.658,127.53200000000001,307.508,1,1306,411,59.516000000000005,286.68,0,1470339304,533839.2487197585,False,False,0,0.0
1,2,flattened:0001-0543-0993:00_1470339304,67000,995.439,542.877,300.449,283.932,114.807,302.72900000000004,1,886,437,130.84799999999998,284.198,0,1470339304,514506.82025870844,False,False,0,1.0
2,3,flattened:0001-1168-1417:00_1470339304,66749,1419.983,1168.3010000000002,297.579,285.596,93.697,300.568,1,1394,1022,105.238,287.993,0,1470339304,518815.9430106061,False,False,0,2.0
3,4,flattened:0001-1576-0592:00_1470339304,60411,591.469,1575.391,278.591,276.095,99.12700000000001,285.512,1,491,1471,131.45,274.129,0,1470339304,446033.4631313221,False,False,0,3.0
4,5,flattened:0001-1642-1646:00_1470339304,64863,1644.507,1641.066,293.29400000000004,281.582,108.455,299.873,1,1540,1535,140.684,283.097,0,1470339304,504170.5681165832,False,False,0,4.0
5,6,flattened:0002-0277-1401:01_1470339364,64733,1399.335,275.726,288.0,286.183,82.07,309.38599999999997,2,1306,411,59.29,286.0,1,1470339364,537074.7384500031,False,False,0,0.0
6,7,flattened:0002-0543-0995:01_1470339364,67023,998.3810000000001,543.286,300.393,284.08299999999997,124.18299999999999,303.026,2,871,460,142.374,284.627,1,1470339364,516418.4422292831,False,False,0,1.0
7,8,flattened:0002-1167-1420:01_1470339364,66942,1422.489,1167.7269999999999,297.631,286.372,92.598,300.361,2,1398,1021,99.77600000000001,288.58799999999997,1,1470339364,519842.6844330106,False,False,0,2.0
8,9,flattened:0002-1576-0592:01_1470339364,60416,592.2769999999999,1575.43,278.383,276.324,103.273,284.60900000000004,2,480,1662,36.427,274.921,1,1470339364,445768.11501407035,False,False,0,3.0
9,10,flattened:0002-1641-1646:01_1470339364,64668,1644.335,1640.0420000000001,291.77299999999997,282.198,97.985,297.558,2,1543,1531,140.31799999999998,284.622,1,1470339364,502123.69477036386,False,False,0,4.0
10,11,flattened:0003-0277-1401:02_1470339424,64953,1400.46,275.29200000000003,288.97700000000003,286.184,80.087,310.698,3,1305,410,57.486000000000004,286.029,2,1470339424,540711.9113195799,False,False,0,0.0
11,12,flattened:0003-0547-0995:02_1470339424,67131,999.19,544.278,300.254,284.671,137.805,302.41900000000004,3,923,415,122.166,284.221,2,1470339424,513752.42696828174,False,False,0,1.0
12,13,flattened:0003-1166-1423:02_1470339424,66487,1424.6470000000002,1166.712,297.91700000000003,284.153,89.602,300.781,3,1393,1021,107.411,285.09,2,1470339424,511734.7093436681,False,False,0,2.0
13,14,flattened:0003-1577-0590:02_1470339424,60637,590.876,1575.884,278.48900000000003,277.23,71.766,286.681,3,485,1672,40.189,275.994,2,1470339424,453327.1493741369,False,False,0,3.0
