,IJind,Label,Area,X,Y,Major,Minor,Angle,Feret,Slice,FeretX,FeretY,FeretAngle,MinFeret,Image,Time,Volume,Media,Moving,ImGroup,blobID
0,1,flattened:0001-0140-2184:00_1470186558,46926,2183.945,139.942,248.12,240.803,99.978,249.28099999999998,1,2160,18,100.634,241.878,0,1470186558,301512.40854293026,False,False,0,0.0
1,2,flattened:0001-0360-1431:00_1470186558,45580,1431.5739999999998,359.75800000000004,252.893,229.481,170.31,254.78799999999998,1,1307,330,167.764,230.0,0,1470186558,289930.86685011105,False,False,0,1.0
2,3,flattened:0001-0428-0968:00_1470186558,44824,968.2860000000001,428.6,241.08,236.734,53.141000000000005,242.266,1,917,538,66.398,236.88099999999997,0,1470186558,279927.2582678608,False,False,0,2.0
3,4,flattened:0001-0560-2003:00_1470186558,46802,2003.405,559.54,246.99200000000002,241.263,100.93,248.453,1,1997,436,93.461,241.765,0,1470186558,299782.74496143655,False,False,0,3.0
4,5,flattened:0001-0745-1115:00_1470186558,43420,1114.572,745.365,240.69,229.69,173.524,241.66099999999997,1,1006,692,155.556,229.0,0,1470186558,265316.04218973295,False,False,0,4.0
5,6,flattened:0001-0801-0330:00_1470186558,47078,330.022,801.793,246.958,242.72,23.814,248.80900000000003,1,225,869,32.86,243.0,0,1470186558,302711.05833267834,False,False,0,5.0
6,7,flattened:0001-1015-1570:00_1470186558,47348,1570.1779999999999,1014.803,247.044,244.02700000000002,114.11200000000001,248.92,1,1550,892,100.181,244.641,0,1470186558,305957.6925771043,False,False,0,6.0
7,8,flattened:0001-1215-0234:00_1470186558,47350,234.405,1215.163,247.048,244.03400000000002,73.926,248.928,1,206,1337,77.471,244.8,0,1470186558,306268.3667893564,False,False,0,7.0
8,9,flattened:0001-1437-0787:00_1470186558,46659,786.842,1437.338,247.174,240.35,145.937,249.201,1,686,1364,142.99200000000002,241.054,0,1470186558,299850.62985408714,False,False,0,8.0
9,10,flattened:0002-0140-2183:01_1470186620,46730,2183.569,140.173,246.295,241.574,101.35600000000001,247.73,2,2177,264,85.601,242.0,1,1470186620,298888.35677620646,False,False,0,0.0
10,11,flattened:0002-0361-1431:01_1470186620,45225,1431.652,361.675,249.408,230.87599999999998,169.394,251.31099999999998,2,1307,344,172.225,231.0,1,1470186620,285509.37367870286,False,False,0,1.0
11,12,flattened:0002-0429-0966:01_1470186620,44587,966.568,429.291,239.18,237.35299999999998,49.72,240.52,2,932,544,73.82600000000001,237.588,1,1470186620,278110.19044035923,False,False,0,2.0
12,13,flattened:0002-0560-2004:01_1470186620,46713,2004.838,559.855,247.72099999999998,240.09599999999998,103.963,249.32299999999998,2,1965,442,106.545,240.672,1,1470186620,299373.8178352017,False,False,0,3.0
13,14,flattened:0002-0743-1118:01_1470186620,43529,1117.975,742.753,240.609,230.34400000000002,170.604,241.24900000000002,2,1009,691,155.77200000000002,230.0,1,1470186620,266311.6684246813,False,False,0,4.0
14,15,flattened:0002-0802-0328:01_1470186620,47965,328.931,802.916,249.25900000000001,245.01,44.678999999999995,251.287,2,228,879,38.375,245.36599999999999,1,1470186620,311743.968709403,False,False,0,5.0
15,16,flattened:0002-1014-1570:01_1470186620,47363,1570.0279999999998,1014.176,247.834,243.326,112.045,249.479,2,1541,893,102.031,243.739,1,1470186620,305320.2602738003,False,False,0,6.0
16,17,flattened:0002-1211-0235:01_1470186620,46954,235.282,1210.731,245.075,243.94,85.556,247.342,2,194,1327,70.393,243.952,1,1470186620,301761.09805568086,False,False,0,7.0
17,18,flattened:0002-1439-0785:01_1470186620,46266,785.7239999999999,1439.361,243.73,241.692,145.45,245.668,2,688,1365,141.77700000000002,242.25099999999998,1,1470186620,295584.7754560836,False,False,0,8.0
18,19,flattened:0003-0141-2180:02_1470186680,46481,2181.275,141.014,244.92700000000002,241.62900000000002,119.56700000000001,246.47299999999998,3,2123,33,117.81299999999999,241.831,2,1470186680,296285.03487160435,False,False,0,0.0
19,20,flattened:0003-0359-1432:02_1470186680,44575,1431.108,359.44,243.856,232.739,166.887,245.36700000000002,3,1310,342,172.035,233.94099999999997,2,1470186680,280209.531352178,False,False,0,1.0
20,21,flattened:0003-0430-0966:02_1470186680,44581,966.677,430.31199999999995,238.688,237.81,176.856,240.40200000000002,3,850,461,15.192,238.0,2,1470186680,278623.5557375545,False,False,0,2.0
21,22,flattened:0003-0563-2006:02_1470186680,46897,2006.829,562.849,249.03900000000002,239.766,105.741,250.56900000000002,3,1944,455,120.454,240.0,2,1470186680,300427.14665111207,False,False,0,3.0
22,23,flattened:0003-0744-1116:02_1470186680,43449,1116.3139999999999,744.314,240.732,229.803,173.146,241.168,3,1006,696,155.241,229.0,2,1470186680,264483.18894106033,False,False,0,4.0
23,24,flattened:0003-0801-0330:02_1470186680,49108,330.24199999999996,802.247,253.113,247.02900000000002,45.268,255.18,3,223,873,33.005,247.57299999999998,2,1470186680,323372.35008489835,False,False,0,5.0
24,25,flattened:0003-1014-1569:02_1470186680,47855,1569.797,1014.215,249.59,244.12400000000002,102.835,252.145,3,1557,889,95.462,244.00400000000002,2,1470186680,310795.86467536725,False,False,0,6.0
25,26,flattened:0003-1209-0234:02_1470186680,46624,233.873,1209.7730000000001,244.236,243.058,87.154,246.077,3,200,1328,72.743,243.74599999999998,2,1470186680,299058.6663106892,False,False,0,7.0
26,27,flattened:0003-1442-0782:02_1470186680,46523,783.068,1441.465,243.639,243.12599999999998,28.404,245.864,3,713,1542,54.435,243.0,2,1470186680,297305.5669988994,False,False,0,8.0
28,29,flattened:0005-0659-0282:04_1470186800,37639,281.638,660.868,230.41299999999998,207.99,126.306,234.542,5,244,549,112.3,208.597,4,1470186800,221441.38572788864,True,False,1,9.0
29,30,flattened:0005-0696-0705:04_1470186800,39656,704.7330000000001,696.841,227.80900000000003,221.64,11.827,229.687,5,596,733,16.699,222.547,4,1470186800,235357.74916360565,True,False,1,10.0
30,31,flattened:0005-1303-1424:04_1470186800,40049,1423.9360000000001,1303.386,226.87099999999998,224.762,130.363,229.68200000000002,5,1313,1275,166.145,224.21900000000002,4,1470186800,237970.04305532767,True,False,1,11.0
31,32,flattened:0005-1508-1762:04_1470186800,35033,1761.3429999999998,1507.6570000000002,223.115,199.921,31.128,227.748,5,1668,1576,34.806999999999995,201.525,4,1470186800,201298.06075266987,True,False,1,12.0
32,33,flattened:0006-0649-0278:05_1470186860,36999,278.638,650.01,229.042,205.67700000000002,108.963,232.57299999999998,6,274,533,96.667,206.55700000000002,5,1470186860,215485.57045803816,True,False,1,9.0
33,34,flattened:0006-0701-0702:05_1470186860,39227,702.245,701.138,226.58700000000002,220.425,16.588,228.44299999999998,6,593,733,16.531,221.53599999999997,5,1470186860,231854.54260211048,True,False,1,10.0
34,35,flattened:0006-1290-1429:05_1470186860,39366,1429.271,1291.1019999999999,224.882,222.88299999999998,117.212,227.607,6,1321,1258,164.19299999999998,222.005,5,1470186860,231287.70790557112,True,False,1,11.0
35,36,flattened:0006-1500-1753:05_1470186860,34503,1752.374,1500.2420000000002,222.03799999999998,197.852,28.861,226.738,6,1657,1565,31.656999999999996,198.697,5,1470186860,195946.9546636367,True,False,1,12.0
36,37,flattened:0007-0644-0281:06_1470186920,36918,281.368,644.71,229.002,205.262,103.34899999999999,232.622,7,277,760,85.809,206.53599999999997,6,1470186920,215526.79274322346,True,False,1,9.0
37,38,flattened:0007-0700-0704:06_1470186920,39221,703.845,699.954,226.68599999999998,220.294,21.383000000000003,228.75799999999998,7,599,745,23.988000000000003,220.945,6,1470186920,231428.171960718,True,False,1,10.0
38,39,flattened:0007-1282-1426:06_1470186920,39288,1427.191,1282.755,224.72,222.601,101.785,227.607,7,1337,1350,37.323,221.0,6,1470186920,229740.20721392374,True,False,1,11.0
39,40,flattened:0007-1497-1751:06_1470186920,34430,1749.6870000000001,1497.015,222.025,197.44400000000002,26.361,226.002,7,1647,1547,22.366,199.61900000000003,6,1470186920,196204.07081621175,True,False,1,12.0
40,41,flattened:0008-0639-0284:07_1470186980,36859,284.455,640.0219999999999,228.705,205.2,100.95100000000001,232.34900000000002,8,276,755,83.823,206.343,7,1470186980,214841.4201743952,True,False,1,9.0
41,42,flattened:0008-0698-0706:07_1470186980,39233,706.42,698.25,226.791,220.26,23.316999999999997,228.6,8,603,746,25.108,221.301,7,1470186980,231733.99351192362,True,False,1,10.0
42,43,flattened:0008-1281-1427:07_1470186980,39317,1427.902,1281.16,224.762,222.72400000000002,102.39299999999999,227.264,8,1336,1215,144.49200000000002,221.77200000000002,7,1470186980,230399.93497016147,True,False,1,11.0
43,44,flattened:0008-1497-1751:07_1470186980,34393,1749.6960000000001,1496.3210000000001,222.143,197.128,24.976,226.312,8,1651,1555,27.358,199.515,7,1470186980,196489.09625448636,True,False,1,12.0
44,45,flattened:0009-0639-0285:08_1470187040,36848,285.663,639.874,228.623,205.213,101.98100000000001,231.864,9,281,755,85.052,206.59799999999998,8,1470187040,214503.68236958623,True,False,1,9.0
45,46,flattened:0009-0696-0707:08_1470187040,39255,707.0360000000001,696.221,226.72299999999998,220.45,27.384,228.615,9,610,756,30.491,221.324,8,1470187040,231792.71733480922,True,False,1,10.0
46,47,flattened:0009-1279-1429:08_1470187040,39326,1430.6779999999999,1278.8310000000001,224.833,222.705,98.15299999999999,227.563,9,1344,1206,139.09799999999998,221.0,8,1470187040,229672.61412451186,True,False,1,11.0
47,48,flattened:0009-1497-1752:08_1470187040,34401,1751.067,1497.8629999999998,222.327,197.011,23.076,225.894,9,1646,1542,20.2,199.261,8,1470187040,195560.32183556588,True,False,1,12.0
48,49,flattened:0010-0638-0285:09_1470187100,36811,286.474,638.486,228.355,205.247,102.055,231.36599999999999,10,289,754,86.779,206.59799999999998,9,1470187100,213773.6198900652,True,False,1,9.0
49,50,flattened:0010-0695-0708:09_1470187100,39306,708.025,695.8380000000001,227.109,220.361,30.598000000000003,228.965,10,610,754,31.608,221.101,9,1470187100,231989.05051536742,True,False,1,10.0
50,51,flattened:0010-1278-1433:09_1470187100,39364,1433.776,1277.661,225.014,222.74099999999999,95.15899999999999,227.75900000000001,10,1354,1197,133.577,221.49599999999998,9,1470187100,230737.20546852844,True,False,1,11.0
51,52,flattened:0010-1499-1754:09_1470187100,34410,1753.017,1499.2320000000002,222.39700000000002,197.0,21.593000000000004,226.013,10,1647,1541,21.000999999999998,199.22400000000002,9,1470187100,195673.49730890436,True,False,1,12.0
52,53,flattened:0011-0637-0286:10_1470187160,36803,286.671,637.363,228.317,205.236,100.876,231.579,11,278,752,83.305,206.59099999999998,10,1470187160,214075.41238181194,True,False,1,9.0
53,54,flattened:0011-0695-0708:10_1470187160,39322,708.2289999999999,695.971,227.05700000000002,220.50099999999998,30.285999999999998,229.105,11,613,759,33.066,221.324,10,1470187160,232550.8345515063,True,False,1,10.0
54,55,flattened:0011-1274-1433:10_1470187160,39358,1433.405,1274.095,224.986,222.735,89.23899999999999,227.923,11,1376,1176,121.179,221.75599999999997,10,1470187160,231391.12097567695,True,False,1,11.0
55,56,flattened:0011-1499-1754:10_1470187160,34424,1753.1689999999999,1499.132,222.416,197.063,20.361,226.02,11,1650,1549,24.296999999999997,199.46,10,1470187160,196009.13957320742,True,False,1,12.0
56,57,flattened:0012-0635-0287:11_1470187220,36779,287.868,635.374,228.261,205.153,98.588,231.94799999999998,12,277,750,82.569,206.39700000000002,11,1470187220,214332.01252461382,True,False,1,9.0
57,58,flattened:0012-0696-0708:11_1470187220,39319,707.8710000000001,696.4639999999999,227.06,220.481,31.862,228.80599999999998,12,617,765,36.469,221.324,11,1470187220,232088.03206900146,True,False,1,10.0
58,59,flattened:0012-1272-1437:11_1470187220,39375,1436.8210000000001,1271.755,225.167,222.65200000000002,84.135,227.75400000000002,12,1379,1174,120.619,221.98,11,1470187220,231476.03533652128,True,False,1,11.0
59,60,flattened:0012-1501-1755:11_1470187220,34406,1754.5,1501.094,222.188,197.162,19.352999999999998,225.442,12,1651,1549,21.329,199.25099999999998,11,1470187220,194923.4901469685,True,False,1,12.0
60,61,flattened:0013-0633-0287:12_1470187280,36753,287.92900000000003,633.3430000000001,228.09900000000002,205.15400000000002,98.75,231.94799999999998,13,277,748,82.569,206.50900000000001,12,1470187280,214496.344177122,True,False,1,9.0
61,62,flattened:0013-0695-0708:12_1470187280,39332,708.643,695.205,227.122,220.49400000000003,35.080999999999996,228.954,13,621,768,38.972,221.324,12,1470187280,232317.03473757664,True,False,1,10.0
62,63,flattened:0013-1269-1442:12_1470187280,39430,1440.745,1269.108,225.43599999999998,222.697,78.358,228.47299999999998,13,1338,1322,29.932,221.83700000000002,12,1470187280,232366.56862629458,True,False,1,11.0
63,64,flattened:0013-1501-1756:12_1470187280,34430,1755.576,1502.0420000000001,222.394,197.11700000000002,19.44,225.62400000000002,13,1652,1550,22.131999999999998,199.261,12,1470187280,195187.97931194745,True,False,1,12.0
64,65,flattened:0014-0633-0287:13_1470187340,36770,287.758,633.368,228.15200000000002,205.201,98.066,231.94799999999998,14,276,748,82.569,206.62599999999998,13,1470187340,214668.10174711712,True,False,1,9.0
65,66,flattened:0014-0696-0708:13_1470187340,39348,708.679,695.9060000000001,227.128,220.578,37.308,228.954,14,622,770,38.972,221.324,13,1470187340,232317.03473757664,True,False,1,10.0
66,67,flattened:0014-1267-1442:13_1470187340,39457,1441.3329999999999,1267.154,225.66299999999998,222.625,77.476,229.12400000000002,14,1339,1322,30.706,221.842,13,1470187340,233383.56560531314,True,False,1,11.0
67,68,flattened:0014-1502-1756:13_1470187340,34462,1755.5020000000002,1502.745,222.48,197.22400000000002,18.000999999999998,225.41099999999997,14,1647,1536,15.700999999999999,199.217,13,1470187340,194834.0037100205,True,False,1,12.0
68,69,flattened:0015-0633-0288:14_1470187400,36727,288.883,633.883,227.942,205.149,97.95299999999999,231.78,15,284,749,85.29799999999999,206.623,14,1470187400,214417.1023624233,True,False,1,9.0
69,70,flattened:0015-0695-0709:14_1470187400,39346,709.3939999999999,695.342,227.294,220.40599999999998,39.726,229.079,15,624,771,40.574,221.324,14,1470187400,232510.5664557926,True,False,1,10.0
70,71,flattened:0015-1267-1442:14_1470187400,39477,1441.233,1266.628,225.872,222.53099999999998,78.904,229.12400000000002,15,1340,1323,30.706,222.016,14,1470187400,233653.81487582522,True,False,1,11.0
71,72,flattened:0015-1502-1756:14_1470187400,34448,1755.6429999999998,1503.011,222.59900000000002,197.03799999999998,18.183,225.56799999999998,15,1648,1540,16.748,198.6,14,1470187400,194201.49769978347,True,False,1,12.0
72,73,flattened:0016-0634-0288:15_1470187460,36641,289.384,634.2819999999999,227.597,204.98,98.042,231.24900000000002,16,283,749,84.04299999999999,206.487,15,1470187460,213439.92797055742,True,False,1,9.0
73,74,flattened:0016-0696-0710:15_1470187460,39366,709.824,695.2689999999999,227.231,220.579,44.56,228.71200000000002,16,623,769,41.986999999999995,221.324,15,1470187460,231942.6626014901,True,False,1,10.0
74,75,flattened:0016-1267-1443:15_1470187460,39487,1441.5529999999999,1266.884,226.162,222.303,78.414,229.225,16,1339,1321,29.249000000000002,221.873,15,1470187460,233588.56320243338,True,False,1,11.0
75,76,flattened:0016-1503-1757:15_1470187460,34470,1756.344,1503.704,222.743,197.03599999999997,19.619,225.801,16,1649,1541,17.793,198.149,15,1470187460,193902.22355516974,True,False,1,12.0
76,77,flattened:0017-0634-0289:16_1470187520,36614,290.20099999999996,634.4540000000001,227.392,205.014,96.69,231.05,17,282,749,84.536,206.34900000000002,16,1470187520,212947.34412734854,True,False,1,9.0
77,78,flattened:0017-0691-0710:16_1470187520,39484,710.248,694.59,227.892,220.59799999999998,51.835,237.50799999999998,17,678,804,74.618,221.324,16,1470187520,245810.23810401236,True,False,1,10.0
78,79,flattened:0017-1267-1443:16_1470187520,39503,1441.976,1267.149,226.385,222.174,79.307,229.613,17,1339,1321,28.909000000000002,221.829,16,1470187520,234123.3633455972,True,False,1,11.0
79,80,flattened:0017-1505-1758:16_1470187520,34481,1757.529,1505.078,222.799,197.05,17.938,225.56799999999998,17,1650,1542,16.748,197.96900000000002,16,1470187520,193336.09337166572,True,False,1,12.0
80,81,flattened:0018-0634-0289:17_1470187580,36560,290.411,634.5740000000001,227.203,204.88099999999997,94.98299999999999,230.983,18,274,748,80.782,206.0,17,1470187580,212340.3340311057,True,False,1,9.0
81,82,flattened:0018-0691-0709:17_1470187580,39489,709.773,693.5269999999999,228.021,220.502,54.485,235.907,18,668,800,71.719,221.324,17,1470187580,243246.0930330877,True,False,1,10.0
82,83,flattened:0018-1267-1443:17_1470187580,39489,1441.817,1267.34,226.27700000000002,222.201,80.413,229.613,18,1339,1322,28.909000000000002,221.91099999999997,17,1470187580,234250.96514043075,True,False,1,11.0
83,84,flattened:0018-1505-1758:17_1470187580,34534,1758.1979999999999,1505.21,222.89,197.27200000000002,14.135,225.61,18,1648,1533,12.804,198.019,17,1470187580,193462.1091708649,True,False,1,12.0
84,85,flattened:0019-0634-0289:18_1470187640,36552,290.20799999999997,634.967,227.245,204.799,94.355,230.673,19,272,748,79.762,206.0,18,1470187640,211888.74563518472,True,False,1,9.0
